actor/loss,critic/loss,critic/q1,critic/q2,test/action/max,test/action/mean,test/action/min,test/action/size,test/action/std,test/episode_length/max,test/episode_length/mean,test/episode_length/min,test/episode_length/size,test/episode_length/std,test/episode_score/max,test/episode_score/mean,test/episode_score/min,test/episode_score/size,test/episode_score/std,train/action,train/episode_length,train/episode_score/max,train/episode_score/mean,train/episode_score/min,train/episode_score/size,train/episode_score/std,train/episodes,train/epoch_seconds,train/epoch_steps,train/seconds,train/steps
-34.235264,52.813038,32.99836,32.93213,0.99967664,0.067661084,-0.9996242,45,0.80754,45,45.0,45,1,0.0,250.74798250198364,250.74798250198364,250.74798250198364,1,0.0,-0.005610894747220822,24.341463414634145,227.67207145690918,121.3874614762097,78.62529706954956,82,29.09004207990862,82.0,16.413711547851562,2000.0,16.413711547851562,2000.0
-55.282444,2.540875,50.33029,50.328125,0.99999946,0.24040696,-0.9999983,66,0.8097736,66,66.0,66,1,0.0,313.75770902633667,313.75770902633667,313.75770902633667,1,0.0,-0.0002577273029761526,24.378048780487806,229.6926784515381,122.70784535059114,83.17526483535767,82,36.28355696121438,164.0,26.945430755615234,2000.0,43.36571979522705,4000.0
-59.09661,2.2189214,52.48429,52.48403,1.0,0.29473615,-0.9999998,41,0.83209085,41,41.0,41,1,0.0,222.42061567306519,222.42061567306519,222.42061567306519,1,0.0,0.004121418418319485,24.158536585365855,282.7190113067627,121.5330784698812,78.5477442741394,82,41.07375736515727,246.0,25.63507890701294,2000.0,69.011883020401,6000.0
-60.648415,2.4733043,53.26394,53.26396,1.0,0.23041281,-0.99999917,50,0.85424817,50,50.0,50,1,0.0,252.15696811676025,252.15696811676025,252.15696811676025,1,0.0,0.003878190427519982,24.621951219512194,233.75613689422607,123.73804570407403,83.28583860397339,82,35.19316244931583,328.0,26.37724256515503,2000.0,95.39834523200989,8000.0
-60.877792,2.4603496,53.41166,53.41211,1.0,0.1990287,-0.9999999,48,0.8566723,48,48.0,48,1,0.0,254.77167320251465,254.77167320251465,254.77167320251465,1,0.0,0.002970243643260532,24.9,235.18044805526733,125.42666183710098,83.30084657669067,80,34.203712784102976,408.0,29.927051782608032,2000.0,125.33963561058044,10000.0
-62.456238,1.935029,55.299397,55.299294,1.0,0.2620781,-1.0,42,0.8846611,42,42.0,42,1,0.0,241.00510597229004,241.00510597229004,241.00510597229004,1,0.0,0.24812547380511343,82.0,1002.3376965522766,398.2750215431054,263.5579524040222,24,152.44028257675265,432.0,29.413777351379395,2000.0,154.7643187046051,12000.0
-66.47177,1.7857705,59.796997,59.79696,0.99999946,0.30627438,-0.9999998,34,0.80487186,34,34.0,34,1,0.0,193.9946894645691,193.9946894645691,193.9946894645691,1,0.0,0.31583515,88.04347826086956,740.1593236923218,464.93232306190157,251.45847368240356,23,104.65030141297099,455.0,27.74714493751526,2000.0,182.52116298675537,14000.0
-69.242905,1.825015,63.16976,63.169464,1.0,0.2646498,-1.0,23,0.8572498,23,23.0,23,1,0.0,119.54033517837524,119.54033517837524,119.54033517837524,1,0.0,0.31165895,73.0,537.2152247428894,395.53286506511546,260.33266401290894,27,78.70459536928023,482.0,28.16820740699768,2000.0,210.69908809661865,16000.0
-71.66402,1.6635991,66.06245,66.06264,1.0,0.29793936,-0.9999999,53,0.8374321,53,53.0,53,1,0.0,291.75448513031006,291.75448513031006,291.75448513031006,1,0.0,0.30853367,88.73913043478261,772.4613943099976,475.7549961960834,279.9040503501892,23,101.68413599303138,505.0,31.192810773849487,2000.0,241.90153670310974,18000.0
-73.47375,1.5566794,68.32628,68.32644,1.0,0.42280272,-1.0,53,0.7899669,53,53.0,53,1,0.0,251.6676869392395,251.6676869392395,251.6676869392395,1,0.0,0.33576897,96.75,680.8643264770508,524.2807839035988,346.96426916122437,20,102.87865474150807,525.0,29.01485013961792,2000.0,270.927613735199,20000.0
-75.296005,1.5845271,70.53768,70.53777,1.0,0.27192798,-1.0,100,0.8524041,100,100.0,100,1,0.0,539.259813785553,539.259813785553,539.259813785553,1,0.0,0.30793455,121.05882352941177,876.7968301773071,644.3666026031269,461.92953538894653,17,117.60678279196658,542.0,31.229467153549194,2000.0,302.1666145324707,22000.0
-76.73855,1.6699611,72.29557,72.29549,1.0,0.41759288,-1.0,75,0.7954171,75,75.0,75,1,0.0,390.7681941986084,390.7681941986084,390.7681941986084,1,0.0,0.28017217,110.05555555555556,903.0726079940796,601.5613258944618,449.2995676994324,18,125.49911499180294,560.0,30.476137399673462,2000.0,332.6539180278778,24000.0
-77.98845,1.6387665,73.847824,73.847755,1.0,0.27696607,-1.0,64,0.83763635,64,64.0,64,1,0.0,380.12245321273804,380.12245321273804,380.12245321273804,1,0.0,0.29219168,94.71428571428571,783.7163801193237,520.4558232511793,290.81914258003235,21,125.58424652204417,581.0,28.98277974128723,2000.0,361.64654517173767,26000.0
-79.07203,1.703844,75.18737,75.18753,1.0,0.33969435,-0.99999887,12,0.86588305,12,12.0,12,1,0.0,68.19205570220947,68.19205570220947,68.19205570220947,1,0.0,0.27879468,103.0,806.6749262809753,564.2165278886494,339.2364845275879,19,104.5714861108413,600.0,30.52998995780945,2000.0,392.1884799003601,28000.0
-79.98167,1.8993481,76.30847,76.30844,1.0,0.20341735,-1.0,108,0.86829144,108,108.0,108,1,0.0,628.3362956047058,628.3362956047058,628.3362956047058,1,0.0,0.29271966,109.73684210526316,954.5492258071899,602.4212096113907,429.6041331291199,19,134.89189971758626,619.0,31.27401328086853,2000.0,423.47412753105164,30000.0
-80.94917,1.6658627,77.44277,77.44299,1.0,0.19444728,-1.0,42,0.9306894,42,42.0,42,1,0.0,239.8979778289795,239.8979778289795,239.8979778289795,1,0.0,0.29241425,114.0,1227.6158471107483,623.5738863945007,402.1877546310425,17,187.4761355795148,636.0,31.19240403175354,2000.0,454.6761486530304,32000.0
-81.829636,1.7845559,78.47352,78.47322,1.0,0.2601924,-1.0,11,0.8901225,11,11.0,11,1,0.0,61.584261894226074,61.584261894226074,61.584261894226074,1,0.0,0.28826654,112.27777777777777,838.1591553688049,622.1861321263843,338.35976934432983,18,129.6022306371715,654.0,29.957799196243286,2000.0,484.6433506011963,34000.0
-82.45591,2.0011344,79.25264,79.25272,1.0,0.4372008,-1.0,63,0.7960152,63,63.0,63,1,0.0,319.91696643829346,319.91696643829346,319.91696643829346,1,0.0,0.28865826,100.15,937.459460735321,555.2719531774521,297.2991986274719,20,155.15341643671522,674.0,30.411773443222046,2000.0,515.0644934177399,36000.0
-83.10244,1.7720281,80.0615,80.061455,1.0,0.42172796,-0.99999994,46,0.8165202,46,46.0,46,1,0.0,266.9750576019287,266.9750576019287,266.9750576019287,1,0.0,0.2928243,99.45,781.0006704330444,562.0157141447067,408.4123296737671,20,88.30011751968816,694.0,30.960970878601074,2000.0,546.0351219177246,38000.0
-83.489204,1.5974748,80.57705,80.57705,1.0,0.55878526,-0.99999887,16,0.76872545,16,16.0,16,1,0.0,87.16077280044556,87.16077280044556,87.16077280044556,1,0.0,0.31759152,110.16666666666667,983.5566024780273,598.8421861860487,424.29288625717163,18,128.90572356712056,712.0,30.19899034500122,2000.0,576.2567241191864,40000.0
-83.876144,1.7227439,81.08454,81.084595,1.0,0.29430377,-0.99999994,27,0.8708315,27,27.0,27,1,0.0,148.1434531211853,148.1434531211853,148.1434531211853,1,0.0,0.32730544,109.5,1048.1583924293518,614.2906090418497,448.6452260017395,18,132.53819719402335,730.0,31.382750749588013,2000.0,607.6502540111542,42000.0
-84.308395,1.6415876,81.62879,81.6287,1.0,0.5573455,-1.0,27,0.74109924,27,27.0,27,1,0.0,161.11842918395996,161.11842918395996,161.11842918395996,1,0.0,0.30204394,112.33333333333333,1160.5027313232422,632.9131048255497,508.5325655937195,18,139.7536989167332,748.0,30.09916114807129,2000.0,637.7589008808136,44000.0
-84.81656,1.5590723,82.22754,82.227615,1.0,-0.0074714087,-1.0,10,0.93943363,10,10.0,10,1,0.0,57.893600940704346,57.893600940704346,57.893600940704346,1,0.0,0.29732722,109.61111111111111,909.4760284423828,616.363271607293,508.26596117019653,18,91.13143866454203,766.0,28.42839527130127,2000.0,666.1970374584198,46000.0
-85.27517,1.7027829,82.80137,82.801186,1.0,0.24882919,-1.0,117,0.86231005,117,117.0,117,1,0.0,660.2526516914368,660.2526516914368,660.2526516914368,1,0.0,0.30219203,115.88888888888889,1118.5550763607025,653.0181952185101,525.4834089279175,18,132.19470836545716,784.0,30.792253255844116,2000.0,697.0044124126434,48000.0
-85.52097,1.8142766,83.165886,83.16595,1.0,0.43421188,-0.9999994,84,0.79454654,84,84.0,84,1,0.0,434.5825266838074,434.5825266838074,434.5825266838074,1,0.0,0.30637568,110.11111111111111,717.2608022689819,616.9670275317299,349.8032121658325,18,84.79535716051345,802.0,31.074496507644653,2000.0,728.092880487442,50000.0
-85.87261,1.6129315,83.57249,83.57268,1.0,0.46991166,-1.0,56,0.78813064,56,56.0,56,1,0.0,285.16538524627686,285.16538524627686,285.16538524627686,1,0.0,0.32530922,116.05882352941177,839.6073551177979,650.5242141274845,562.3399024009705,17,69.21261554329776,819.0,30.160619974136353,2000.0,758.2629632949829,52000.0
-86.19712,1.5646052,83.97122,83.971275,1.0,0.37553325,-1.0,103,0.7819593,103,103.0,103,1,0.0,560.426995754242,560.426995754242,560.426995754242,1,0.0,0.3213044,114.16666666666667,889.3537731170654,636.2285793887245,467.51672887802124,18,107.05456137519334,837.0,29.98349356651306,2000.0,788.2553608417511,54000.0
-86.47218,1.5559411,84.31969,84.319534,1.0,0.06837666,-1.0,23,0.9566044,23,23.0,23,1,0.0,128.6834774017334,128.6834774017334,128.6834774017334,1,0.0,0.29044786,119.25,789.1517353057861,660.1571715176105,414.1488890647888,16,98.92219820848749,853.0,29.98790717124939,2000.0,818.2528953552246,56000.0
-86.71659,1.550725,84.63067,84.630875,1.0,0.21276452,-1.0,38,0.9112623,38,38.0,38,1,0.0,218.92812156677246,218.92812156677246,218.92812156677246,1,0.0,0.31716526,118.3529411764706,1122.5709552764893,659.0237021446228,433.5545229911804,17,145.73073095841016,870.0,29.161934852600098,2000.0,847.4271683692932,58000.0
-87.01357,1.6548883,85.001045,85.00104,1.0,0.3959867,-0.9999993,36,0.8239116,36,36.0,36,1,0.0,203.18876695632935,203.18876695632935,203.18876695632935,1,0.0,0.2867313,125.25,999.2023673057556,695.5139025747776,552.7325110435486,16,105.24321484179049,886.0,29.78358292579651,2000.0,877.2202055454254,60000.0
-87.12695,1.595052,85.17052,85.17054,1.0,0.33025387,-1.0,108,0.7934675,108,108.0,108,1,0.0,613.4451370239258,613.4451370239258,613.4451370239258,1,0.0,0.31061682,115.22222222222223,781.302845954895,642.1377735535303,505.34515857696533,18,74.38720891714448,904.0,30.656893491744995,2000.0,907.8864076137543,62000.0
-87.42344,1.6056656,85.523315,85.52347,1.0,0.31170037,-1.0,154,0.8389043,154,154.0,154,1,0.0,839.4622654914856,839.4622654914856,839.4622654914856,1,0.0,0.29804277,124.4375,766.3220958709717,691.3687806129456,601.2350225448608,16,53.1802552681349,920.0,29.438247680664062,2000.0,937.335079908371,64000.0
-87.683846,1.5565543,85.815254,85.81502,1.0,0.2184635,-1.0,85,0.87881166,85,85.0,85,1,0.0,494.71179485321045,494.71179485321045,494.71179485321045,1,0.0,0.2910861,124.375,934.4344277381897,698.5401631891727,567.3021383285522,16,83.30265574789374,936.0,28.964930057525635,2000.0,966.3130683898926,66000.0
-87.86201,1.5852959,86.04523,86.04542,1.0,0.36460233,-1.0,44,0.8282716,44,44.0,44,1,0.0,225.88324308395386,225.88324308395386,225.88324308395386,1,0.0,0.2782691,122.4375,816.4936709403992,686.8517698943615,543.5221996307373,16,80.43184216609183,952.0,27.970490217208862,2000.0,994.2930781841278,68000.0
-88.09864,1.5325896,86.35059,86.350716,0.99999994,0.4049243,-1.0,73,0.81768954,73,73.0,73,1,0.0,407.58172845840454,407.58172845840454,407.58172845840454,1,0.0,0.29452807,126.4375,1008.8538446426392,708.9939339458942,584.7748332023621,16,102.83060032934917,968.0,28.66045308113098,2000.0,1022.9628839492798,70000.0
