actor/alpha_mean,actor/alpha_mean_loss,actor/alpha_std,actor/alpha_std_loss,actor/kl_mean_loss,actor/kl_std_loss,actor/penalty_temperature,actor/policy_mean_loss,actor/policy_std_loss,actor/temperature,actor/temperature_loss,critic/loss,critic/q,test/action/max,test/action/mean,test/action/min,test/action/size,test/action/std,test/episode_length/max,test/episode_length/mean,test/episode_length/min,test/episode_length/size,test/episode_length/std,test/episode_score/max,test/episode_score/mean,test/episode_score/min,test/episode_score/size,test/episode_score/std,train/action,train/episode_length,train/episode_score/max,train/episode_score/mean,train/episode_score/min,train/episode_score/size,train/episode_score/std,train/episodes,train/epoch_seconds,train/epoch_steps,train/seconds,train/steps
3.2892303e-06,3.0612956e-08,28.70495,-0.00084036094,2.5303958e-08,0.005720203,12.460144,31.156773,31.14764,1.6736268,89.07325,2.0779128,89.604576,0.99999964,0.122123025,-0.99999374,78,0.803229,78,78.0,78,1,0.0,475.0643701553345,475.0643701553345,475.0643701553345,1,0.0,0.11611004,103.55102040816327,1188.2913093566895,586.929274651469,249.58423280715942,49,158.25522341395472,2370.0,93.91465449333191,5000.0,3594.264502286911,200000.0
2.9313323e-06,2.892054e-08,28.730568,-0.0008593462,2.0912106e-08,0.0057435427,12.451942,31.12944,31.120256,1.662835,89.20681,2.085965,89.73875,0.9999996,0.04291338,-0.9999865,48,0.82935387,48,48.0,48,1,0.0,298.0830178260803,298.0830178260803,298.0830178260803,1,0.0,0.1124183,99.68,1092.0110402107239,569.1366228818894,288.86806869506836,50,149.98924353407824,2420.0,93.34270119667053,5000.0,3687.7439675331116,205000.0
2.7014928e-06,2.827738e-08,28.76897,-0.0008309454,1.7647999e-08,0.00572167,12.445575,31.10518,31.096003,1.6523031,89.32721,2.1197846,89.86589,0.99995583,-0.023996824,-0.9999878,14,0.82132083,14,14.0,14,1,0.0,93.64696264266968,93.64696264266968,93.64696264266968,1,0.0,0.09925156,88.82142857142857,1053.0399565696716,506.8410611067499,307.7616014480591,56,127.53315989793121,2476.0,88.27634906768799,5000.0,3776.1305644512177,210000.0
2.557423e-06,2.7262123e-08,28.79397,-0.0008223112,1.6214067e-08,0.005717286,12.437559,31.077015,31.0677,1.6517358,89.445656,2.1664007,89.98578,0.9999989,-0.089113414,-0.99999565,21,0.8654596,21,21.0,21,1,0.0,137.6537675857544,137.6537675857544,137.6537675857544,1,0.0,0.097821645,94.69811320754717,1043.0018348693848,543.9500668228798,378.7302565574646,53,125.95781563094602,2529.0,89.44392156600952,5000.0,3865.6868512630463,215000.0
2.4725744e-06,2.6736299e-08,28.823038,-0.00083398685,1.5297468e-08,0.0057339035,12.42617,31.054193,31.044838,1.6445264,89.5122,2.2047648,90.06524,0.9999997,0.10134582,-0.9999973,81,0.8198645,81,81.0,81,1,0.0,493.12343549728394,493.12343549728394,493.12343549728394,1,0.0,0.10635472,102.59183673469387,1045.8970255851746,586.512257215928,336.5132212638855,49,156.2485337705522,2578.0,89.56709790229797,5000.0,3955.3697748184204,220000.0
2.4133342e-06,2.6423187e-08,28.84566,-0.0007989175,1.4603493e-08,0.0057026795,12.41399,31.031572,31.022106,1.6471051,89.64,2.2678363,90.19023,1.0,0.3238232,-0.99418443,24,0.83806705,24,24.0,24,1,0.0,96.44032979011536,96.44032979011536,96.44032979011536,1,0.0,0.11663434,91.03703703703704,977.5698313713074,516.2305351451591,272.31213903427124,54,131.8125418859659,2632.0,89.47298264503479,5000.0,4044.952042579651,225000.0
2.3752052e-06,2.6277522e-08,28.8586,-0.0007914773,1.410096e-08,0.0056974394,12.396739,31.00355,30.994062,1.6460879,89.68718,2.321773,90.25146,0.9999999,0.11161117,-0.999963,23,0.8503301,23,23.0,23,1,0.0,148.39080381393433,148.39080381393433,148.39080381393433,1,0.0,0.121282525,100.74,1098.4299879074097,572.7624914646149,313.4038667678833,50,146.99131472700319,2682.0,92.86849474906921,5000.0,4137.937253952026,230000.0
2.3474204e-06,2.6010373e-08,28.858047,-0.0007753154,1.3895773e-08,0.0056811823,12.383593,30.965618,30.956038,1.6361102,89.7725,2.3342528,90.34161,0.9999999,0.13710673,-0.9999935,73,0.81815434,73,73.0,73,1,0.0,406.3240923881531,406.3240923881531,406.3240923881531,1,0.0,0.13138336,99.43137254901961,967.1973123550415,557.3274537769018,346.9765543937683,51,137.06864024719462,2733.0,87.19761204719543,5000.0,4225.258370399475,235000.0
2.3287646e-06,2.5817473e-08,28.855726,-0.0008334883,1.377153e-08,0.0057389615,12.365273,30.940369,30.93075,1.6290262,89.83661,2.4211745,90.41083,1.0,0.37904024,-0.9966569,18,0.7375309,18,18.0,18,1,0.0,78.5613489151001,78.5613489151001,78.5613489151001,1,0.0,0.12953961,98.06,985.6563744544983,553.8754094743729,377.7864680290222,50,144.82441410732457,2783.0,87.48871064186096,5000.0,4312.898225307465,240000.0
2.3188422e-06,2.587562e-08,28.842756,-0.0007266649,1.3544701e-08,0.005629934,12.35677,30.907663,30.898046,1.6188762,89.977646,2.4521737,90.55317,1.0,0.18544048,-0.999994,87,0.8099636,87,87.0,87,1,0.0,524.2563395500183,524.2563395500183,524.2563395500183,1,0.0,0.1404544,104.91666666666667,1101.7108883857727,589.8415576616923,321.6536159515381,48,162.30184776502452,2831.0,88.24966025352478,5000.0,4401.2803592681885,245000.0
2.3077914e-06,2.5717446e-08,28.8336,-0.00078118104,1.3515013e-08,0.0056828926,12.345308,30.889275,30.879581,1.6169701,89.98689,2.467944,90.56821,0.9999997,0.3025859,-0.9936252,22,0.72277623,22,22.0,22,1,0.0,92.65251731872559,92.65251731872559,92.65251731872559,1,0.0,0.124779806,105.63829787234043,1030.910912513733,597.2007910951655,388.90670680999756,47,150.9676956694165,2878.0,92.03765916824341,5000.0,4493.426233530045,250000.0
2.3008135e-06,2.572074e-08,28.817806,-0.0007344982,1.3393094e-08,0.005633525,12.330432,30.863775,30.85405,1.6125281,90.1003,2.6238186,90.68005,0.9999961,0.18707864,-0.9999342,2,0.89742535,2,2.0,2,1,0.0,12.82712459564209,12.82712459564209,12.82712459564209,1,0.0,0.12774777,102.10204081632654,1194.47824716568,580.9927237325785,284.94190645217896,49,194.45189659770892,2927.0,88.69163537025452,5000.0,4582.226899385452,255000.0
2.2957752e-06,2.5777368e-08,28.769558,-0.00073003356,1.3250814e-08,0.005620858,12.322255,30.831257,30.821537,1.614841,90.25869,2.8038008,90.83116,1.0,0.15813322,-0.99999493,52,0.8245196,52,52.0,52,1,0.0,289.34623432159424,289.34623432159424,289.34623432159424,1,0.0,0.1190133,96.46153846153847,1369.9647731781006,553.5866055305188,299.57207012176514,52,189.50200731050944,2979.0,86.28877091407776,5000.0,4668.62948513031,260000.0
2.289599e-06,2.5701755e-08,28.740294,-0.00075855985,1.3221422e-08,0.005644409,12.308626,30.802103,30.792332,1.6178865,90.31746,2.8164773,90.89439,0.99999994,0.2619777,-0.9999804,30,0.82647943,30,30.0,30,1,0.0,176.7772660255432,176.7772660255432,176.7772660255432,1,0.0,0.12103438,93.56603773584905,1071.7937326431274,535.9096768487175,263.87788486480713,53,166.84093310284157,3032.0,86.9222400188446,5000.0,4755.668146133423,265000.0
2.2873494e-06,2.5639986e-08,28.739674,-0.00076597946,1.3244955e-08,0.0056517227,12.299256,30.778765,30.768938,1.6189986,90.39731,2.893699,90.97257,0.99999934,0.23549546,-0.99997836,29,0.8117113,29,29.0,29,1,0.0,154.18913555145264,154.18913555145264,154.18913555145264,1,0.0,0.099262044,87.1896551724138,1559.0568869113922,506.33685421532596,192.31565523147583,58,208.20597948626775,3090.0,87.58013439178467,5000.0,4843.361438989639,270000.0
